is_canceled,lead_time,arrival_date_week_number,stays_in_weekend_nights,stays_in_week_nights,adults,is_repeated_guest,previous_cancellations,total_of_special_requests,avg_daily_rate,booked_by_company,booked_by_agent,customer_type_Contract,customer_type_Group,customer_type_Transient,customer_type_Transient-Party
0,170,30,2,5,2,0,0,1,110.0,0,1,1,0,0,0
0,116,23,1,3,3,0,0,0,136.25,0,1,0,0,0,1
0,0,5,0,1,1,0,0,0,35.0,1,0,0,0,1,0
0,0,14,0,2,1,0,0,0,110.0,1,0,0,0,1,0
1,77,9,0,2,2,0,0,0,64.0,0,1,0,0,1,0
0,46,4,0,2,2,0,0,1,80.3,0,1,0,0,1,0
0,0,15,0,1,1,0,0,0,56.0,0,0,0,0,1,0
0,64,21,0,2,1,0,0,0,130.0,1,0,0,0,0,1
0,42,35,1,0,2,0,0,1,85.0,0,1,0,0,1,0
1,135,17,2,0,2,0,0,0,90.0,0,1,0,0,1,0
0,140,47,0,3,1,0,0,1,65.0,0,1,0,0,0,1
0,255,43,2,5,2,0,0,1,74.61,0,1,0,0,1,0
1,14,9,0,2,2,0,0,0,88.0,0,1,0,0,1,0
0,44,40,2,5,2,0,0,1,69.93,0,1,1,0,0,0
1,274,29,2,2,2,0,1,0,62.0,0,1,0,0,0,1
0,46,25,2,5,2,0,0,2,106.0,0,1,0,0,1,0
0,9,50,0,1,1,0,0,0,65.0,1,0,0,0,0,1
1,20,21,0,1,2,0,0,0,120.0,0,1,0,0,0,1
1,278,30,0,2,2,0,1,0,62.0,0,1,1,0,0,0
1,69,20,0,2,2,0,0,0,67.0,0,1,0,0,0,1
1,7,38,0,2,2,0,0,0,184.0,0,1,0,0,1,0
1,323,36,1,1,2,0,1,0,62.0,0,1,0,0,0,1
1,66,35,0,2,2,0,0,0,112.05,0,0,0,0,1,0
1,110,31,0,3,3,0,0,1,155.0,0,1,0,0,1,0
0,12,31,1,1,3,0,0,0,188.95,0,1,0,0,1,0
0,39,13,0,3,3,0,0,1,142.8,0,1,0,0,1,0
1,42,21,2,2,2,0,0,0,198.9,0,1,0,0,1,0
0,136,28,2,4,1,0,0,0,173.0,0,1,0,0,1,0
0,205,27,0,3,3,0,0,2,129.72,0,1,0,0,1,0
0,130,28,2,0,2,0,0,1,140.0,0,1,0,0,0,1
0,24,24,2,2,2,0,0,1,105.64,0,1,0,0,1,0
0,28,4,0,5,2,0,0,1,67.58,0,1,0,0,1,0
0,0,4,1,3,2,0,0,0,91.8,0,1,0,0,1,0
0,34,49,2,2,2,0,0,0,80.0,0,1,0,0,0,1
0,145,33,2,2,2,0,0,0,171.6,0,0,0,0,0,1
0,24,24,1,3,3,0,0,1,209.4,0,1,0,0,1,0
1,286,31,0,2,2,0,1,0,62.0,0,1,1,0,0,0
0,62,16,1,4,1,0,0,0,85.0,1,0,0,0,0,1
0,92,23,0,4,2,0,0,1,187.85,0,1,0,0,0,1
0,99,48,0,2,1,0,0,0,70.0,0,1,0,0,0,1
0,8,8,1,2,2,0,0,1,124.0,0,1,0,0,1,0
1,100,44,1,1,2,0,0,0,62.0,0,1,0,0,0,1
0,0,49,0,2,2,0,0,1,51.8,0,1,0,0,0,1
1,229,40,1,4,2,0,0,0,105.2,0,1,0,0,1,0
1,198,31,2,5,2,0,0,0,130.5,0,1,0,0,1,0
0,12,2,2,5,2,0,0,2,48.0,0,1,0,0,1,0
1,53,11,1,4,2,0,0,0,74.8,0,1,0,0,1,0
1,305,45,1,2,2,0,0,0,89.0,0,1,0,0,1,0
0,49,10,2,2,1,0,0,0,66.0,0,0,0,0,0,1
0,19,7,0,1,1,0,0,0,80.0,0,1,0,0,1,0
1,147,14,2,2,2,0,0,1,117.0,0,1,0,0,1,0
0,0,6,0,1,1,0,0,0,39.0,0,0,0,0,1,0
0,19,35,2,5,2,0,0,2,135.0,0,1,0,0,1,0
0,14,50,1,2,2,0,0,0,84.0,0,1,0,0,0,1
1,32,48,0,1,2,0,0,1,78.0,0,1,0,0,1,0
0,143,15,0,1,2,0,0,2,99.0,0,1,0,0,1,0
0,132,27,1,2,2,0,0,0,72.25,0,1,0,0,1,0
1,300,16,0,3,1,0,0,2,104.4,0,1,0,0,1,0
1,200,30,2,5,3,0,0,0,170.0,0,1,0,0,1,0
0,0,41,1,0,2,1,0,0,75.0,1,0,0,0,1,0
0,79,16,1,2,2,0,0,3,96.3,0,1,0,0,1,0
0,164,25,2,5,2,0,0,2,94.89,0,1,0,0,1,0
1,101,47,0,2,2,0,0,2,90.0,0,1,0,0,1,0
0,45,12,2,2,3,0,0,2,124.1,0,1,0,0,1,0
0,155,32,2,2,2,0,0,1,251.0,0,1,0,0,0,1
0,22,52,2,2,2,0,0,0,134.78,0,1,0,0,1,0
1,468,43,0,2,2,0,0,0,62.0,0,1,0,0,1,0
1,91,12,0,2,1,0,0,0,75.0,0,1,0,0,1,0
0,28,35,2,1,2,0,0,1,134.37,0,1,0,0,1,0
0,0,20,1,2,1,1,0,0,95.0,0,1,0,0,1,0
0,98,48,1,2,1,0,0,0,70.0,0,1,0,0,0,1
0,6,9,0,4,2,0,0,0,37.0,1,0,0,0,0,1
0,28,40,0,1,2,0,0,2,75.0,0,1,0,0,1,0
0,37,50,1,3,2,0,0,0,74.25,0,1,1,0,0,0
1,48,31,1,1,1,0,0,1,124.2,0,1,0,0,1,0
1,40,46,0,4,1,0,0,0,40.0,0,1,0,0,0,1
1,377,44,0,2,2,0,1,0,62.0,0,1,1,0,0,0
1,28,9,0,3,2,0,0,0,95.0,0,0,0,0,1,0
1,174,22,0,2,2,0,0,0,100.0,0,1,0,0,1,0
0,100,31,2,5,2,0,0,0,125.0,0,1,0,0,0,1
0,63,35,0,3,3,0,0,2,195.33,0,1,0,0,0,1
0,0,29,0,1,2,0,0,0,154.0,0,0,0,0,1,0
0,457,34,0,2,2,0,0,1,122.4,0,1,0,0,0,1
1,161,15,2,7,2,0,0,1,67.5,0,1,0,0,1,0
0,0,6,1,1,2,0,0,0,117.0,0,1,0,0,1,0
0,6,42,0,1,2,0,0,0,108.05,0,1,0,0,1,0
0,118,24,1,1,1,0,0,0,110.0,0,1,0,0,0,1
0,2,35,2,4,3,0,0,0,173.25,0,0,0,0,1,0
0,108,13,2,3,2,0,0,1,120.0,0,1,0,0,0,1
1,267,17,2,3,2,0,0,1,81.0,0,1,0,0,1,0
0,6,21,2,4,2,0,0,0,153.33,0,1,0,0,1,0
1,47,20,1,0,2,0,0,0,89.0,0,1,0,0,1,0
0,457,34,0,2,2,0,0,1,122.4,0,1,0,0,0,1
0,6,52,0,2,2,0,0,1,48.0,0,1,0,0,1,0
0,35,34,1,2,2,0,0,0,274.0,0,1,0,0,1,0
1,5,51,1,0,1,0,0,0,39.0,0,1,0,0,1,0
0,56,38,0,2,2,0,0,0,82.0,0,1,0,0,0,1
0,1,22,1,0,2,0,0,2,81.0,0,1,0,0,1,0
1,91,52,2,4,2,0,0,1,75.6,0,1,0,0,0,1
1,111,21,0,2,2,0,0,0,126.0,0,1,0,0,1,0
0,27,15,0,1,2,0,0,1,87.0,0,1,0,0,1,0
0,27,6,2,2,1,0,0,1,68.0,0,1,0,0,1,0
1,99,22,2,5,2,0,0,0,155.0,0,1,0,0,1,0
1,200,37,2,1,2,0,1,0,86.0,0,1,0,0,0,1
0,221,41,1,1,2,0,0,1,74.0,0,1,0,0,0,1
1,330,37,2,2,2,0,1,0,62.0,0,1,0,0,0,1
1,167,22,2,2,2,0,0,2,141.0,0,1,0,0,1,0
0,0,8,0,1,1,1,2,3,65.0,0,1,0,0,1,0
1,106,13,1,3,2,0,0,0,84.0,0,1,0,0,1,0
1,26,8,1,2,2,0,0,0,90.0,0,1,0,0,1,0
0,108,28,2,5,3,0,0,2,239.0,0,0,0,0,1,0
0,8,36,0,1,2,0,0,1,119.0,0,1,0,0,1,0
0,0,37,1,0,2,0,0,0,133.0,0,1,0,0,1,0
0,39,33,0,2,2,0,0,0,109.0,0,1,0,0,0,1
0,92,19,0,3,2,0,0,1,95.59,0,1,0,0,1,0
1,134,23,0,2,2,0,0,0,110.0,0,1,0,0,1,0
0,216,42,2,5,2,0,0,2,46.75,0,1,1,0,0,0
0,1,36,0,3,2,0,0,0,130.33,0,1,1,0,0,0
1,9,13,0,2,1,0,0,1,56.0,0,1,0,0,1,0
1,167,44,2,5,2,0,0,1,104.4,0,1,0,0,1,0
0,214,35,2,8,2,0,0,0,85.8,0,1,1,0,0,0
0,122,16,0,2,2,0,0,0,85.0,0,1,0,0,0,1
0,292,29,1,0,2,0,0,2,72.9,0,1,0,0,1,0
1,94,10,0,2,2,0,1,0,80.0,0,1,0,0,1,0
1,21,40,0,1,1,0,1,0,170.0,0,1,0,0,1,0
1,148,53,1,3,2,0,0,0,77.5,0,1,0,0,1,0
1,219,40,1,2,2,0,0,0,120.0,0,1,0,0,1,0
1,490,30,2,1,2,0,0,0,90.0,0,1,0,0,1,0
1,122,47,0,2,2,0,0,2,32.4,0,1,0,0,1,0
0,33,37,2,3,2,0,0,1,146.22,0,1,0,0,1,0
0,207,24,1,2,2,0,0,0,80.75,0,1,0,0,1,0
0,12,20,0,2,2,0,0,1,85.0,0,1,0,0,1,0
0,177,30,0,3,2,0,0,1,99.3,0,1,0,0,1,0
0,103,16,0,1,2,0,0,1,139.5,0,1,0,0,1,0
0,256,38,1,2,2,0,0,0,76.67,0,1,0,0,0,1
0,23,7,1,3,2,0,0,0,40.5,0,1,0,0,1,0
0,3,9,0,2,2,0,0,2,112.0,0,1,0,0,1,0
0,31,44,0,2,2,0,0,0,47.0,0,1,0,0,1,0
0,126,30,0,2,2,0,0,1,139.5,0,1,0,0,1,0
1,92,9,1,2,2,0,1,0,79.0,0,1,0,0,1,0
0,0,33,2,0,2,0,0,1,116.0,0,1,0,0,1,0
0,2,23,0,2,1,0,0,0,90.0,0,1,0,0,0,1
0,128,15,2,5,2,0,0,1,72.71,0,1,0,0,0,1
1,313,34,2,5,2,0,1,0,95.4,0,1,1,0,0,0
1,69,49,2,5,2,0,0,1,58.4,0,1,0,0,1,0
0,320,34,0,2,2,0,0,1,115.0,0,1,0,0,0,1
0,253,17,2,5,1,0,0,0,51.37,0,1,0,0,0,1
1,74,7,1,1,2,0,0,0,40.0,1,0,0,0,0,1
0,13,47,1,2,2,0,0,2,125.0,0,1,0,0,1,0
0,135,13,2,3,2,0,0,1,90.09,0,1,0,0,1,0
1,322,36,0,3,1,1,1,0,100.8,0,1,0,0,1,0
1,20,42,1,5,2,1,1,0,98.4,0,1,0,0,1,0
0,3,2,1,2,2,0,0,2,79.33,0,1,0,0,1,0
0,266,39,2,4,1,0,0,0,34.0,0,1,0,0,0,1
0,56,45,1,2,2,0,0,1,60.0,0,1,0,0,1,0
0,518,34,2,1,2,0,0,1,112.67,0,1,0,0,0,1
1,166,29,0,2,2,0,1,0,121.5,0,0,0,0,1,0
0,173,53,1,2,2,0,0,1,132.0,0,0,0,0,1,0
1,181,32,2,4,1,0,0,0,121.5,0,1,0,0,1,0
0,171,29,2,3,2,0,0,1,89.1,0,1,0,0,1,0
0,84,16,1,5,1,0,0,0,74.6,0,0,0,0,0,1
0,2,28,0,1,2,0,0,0,149.0,0,1,0,0,1,0
0,287,42,1,3,1,0,0,0,37.0,1,0,0,0,0,1
0,200,29,1,2,2,0,0,4,140.7,0,1,0,0,1,0
0,164,27,4,10,2,0,0,0,59.8,0,1,1,0,0,0
0,105,47,2,4,2,0,0,0,69.0,0,1,0,0,0,1
0,152,14,0,4,2,0,0,0,48.0,1,0,0,0,0,1
0,21,9,0,4,3,0,0,2,125.8,0,1,0,0,1,0
1,38,2,0,1,1,0,0,0,75.0,1,0,0,0,1,0
0,98,29,1,3,2,0,0,0,141.75,0,1,0,0,1,0
0,61,36,1,3,2,0,0,0,107.1,0,1,0,0,1,0
1,383,41,1,3,2,0,0,0,48.0,0,1,0,0,0,1
1,11,1,0,1,2,0,0,1,88.0,0,1,0,0,1,0
0,62,47,2,4,1,0,0,0,18.5,0,1,0,0,0,1
1,210,35,3,8,1,0,0,2,149.18,0,1,0,0,1,0
1,22,18,1,1,3,0,0,0,172.0,0,1,0,0,1,0
1,261,42,0,1,2,0,1,0,120.0,0,1,0,0,0,1
0,3,51,0,1,2,0,0,2,48.0,0,1,0,0,1,0
0,4,44,0,1,2,0,0,2,140.0,0,1,0,0,1,0
0,0,16,0,1,2,0,0,1,89.0,0,1,0,0,1,0
0,32,23,2,1,2,0,0,1,130.67,0,1,0,0,1,0
1,175,20,0,1,1,0,0,0,90.0,0,1,0,0,1,0
1,51,29,1,4,2,0,0,0,79.5,0,1,1,0,0,0
0,220,38,2,1,1,0,0,0,128.0,0,1,0,0,0,1
0,248,34,2,5,2,0,0,1,90.95,0,1,0,0,1,0
1,168,17,1,2,2,0,0,0,85.0,0,1,0,0,1,0
0,62,23,0,1,1,0,0,0,107.0,0,1,0,0,0,1
0,82,47,0,5,2,0,0,2,42.12,0,1,0,0,1,0
0,96,17,1,4,2,0,0,0,118.8,0,1,0,0,1,0
0,80,20,0,2,2,0,0,2,126.9,0,1,0,0,1,0
0,4,10,2,2,3,0,0,2,133.0,0,1,0,0,1,0
0,0,2,1,1,1,0,0,0,78.0,1,0,0,0,1,0
1,178,38,2,2,2,0,0,1,91.0,0,1,0,0,0,1
0,219,43,2,2,2,0,0,0,40.5,0,0,0,0,0,1
1,103,17,4,6,2,0,0,0,68.0,0,1,0,0,1,0
0,4,10,0,2,2,0,0,1,63.0,0,1,0,0,1,0
0,34,42,1,3,2,0,0,1,107.55,0,1,1,0,0,0
0,118,20,1,2,2,0,0,1,105.3,0,1,0,0,1,0
1,112,23,0,3,2,0,0,0,120.0,0,1,0,0,0,1
0,34,19,0,2,2,0,0,0,140.0,0,1,0,0,0,1
1,219,40,1,2,2,0,0,0,120.0,0,1,0,0,1,0
0,0,33,1,0,3,0,0,0,188.0,1,0,0,0,1,0
0,11,17,2,2,2,0,0,2,141.5,0,1,0,0,1,0
0,218,36,2,5,2,0,0,1,58.95,0,1,0,0,1,0
1,260,38,2,5,2,0,1,0,54.99,0,1,0,0,1,0
0,1,40,0,2,1,0,0,0,85.0,0,1,0,0,0,1
1,212,22,1,2,2,0,0,0,105.0,0,1,0,0,0,1
0,0,49,0,1,1,0,0,0,38.0,0,0,0,0,1,0
0,36,41,1,1,2,0,0,2,148.5,0,1,0,0,1,0
1,440,39,0,2,2,0,0,0,62.0,0,1,0,0,1,0
0,128,4,0,1,2,0,0,1,57.93,0,1,0,0,1,0
1,49,44,0,2,2,0,1,1,103.5,0,1,1,0,0,0
1,29,15,2,1,1,0,0,1,88.67,0,1,0,0,1,0
1,100,16,2,2,2,0,0,0,105.0,0,1,0,0,1,0
0,115,9,2,2,1,0,0,0,76.0,0,1,0,0,0,1
1,299,33,0,2,1,0,1,0,60.0,0,1,0,0,0,1
0,23,36,1,2,2,0,0,1,212.0,0,1,0,0,1,0
0,27,9,1,3,2,0,0,2,45.35,0,1,0,0,1,0
0,66,34,2,3,2,0,0,0,161.6,0,1,0,0,1,0
1,237,32,1,4,2,0,1,0,126.0,0,1,0,0,1,0
0,330,26,0,1,2,0,0,0,108.5,0,1,0,0,0,1
0,14,22,1,0,1,0,0,1,109.25,0,1,0,0,1,0
0,168,17,2,3,2,0,0,1,81.2,0,1,0,0,0,1
0,103,53,0,2,2,0,0,0,62.0,0,1,0,0,1,0
0,185,31,3,5,2,0,0,2,195.5,0,1,0,0,1,0
0,8,6,0,3,1,0,0,0,25.0,0,1,0,0,1,0
0,46,34,1,1,2,0,0,0,62.0,0,1,0,0,0,1
1,38,2,0,1,1,0,0,0,75.0,1,0,0,0,1,0
1,62,14,0,3,1,0,0,0,135.0,0,0,0,0,1,0
1,15,35,0,2,2,0,0,0,129.0,0,1,0,0,1,0
1,170,41,4,8,2,0,0,0,44.5,0,1,0,0,1,0
0,0,50,0,0,1,1,0,0,0.0,0,0,0,0,1,0
0,166,33,1,1,2,0,0,1,148.5,0,1,0,0,1,0
0,158,35,1,3,2,0,0,1,90.95,0,1,0,0,1,0
1,62,14,0,3,1,0,0,0,135.0,0,0,0,0,1,0
0,133,29,0,3,3,0,0,2,137.7,0,1,0,0,0,1
0,363,42,0,5,1,0,0,0,58.0,0,0,0,0,0,1
0,28,9,1,2,2,0,0,1,70.04,0,1,0,0,1,0
0,107,27,2,6,2,0,0,1,140.25,0,1,0,0,1,0
1,272,15,2,2,2,0,0,0,91.35,0,1,0,0,1,0
0,8,45,0,1,2,0,0,0,130.0,0,1,0,0,0,1
0,62,48,2,3,2,0,0,0,75.0,0,1,0,0,1,0
1,304,45,0,3,2,0,0,0,89.0,0,1,0,0,1,0
1,295,18,0,2,2,0,0,0,62.0,0,1,0,0,1,0
0,117,10,1,2,1,0,0,0,76.0,0,1,0,0,0,1
0,1,34,1,1,2,0,0,0,139.0,0,1,0,0,1,0
1,34,50,0,2,1,0,1,0,90.0,0,1,0,0,1,0
0,190,29,1,2,2,0,0,2,125.1,0,1,0,0,1,0
1,174,22,0,3,2,0,0,0,110.0,0,1,0,0,1,0
0,0,40,0,0,2,1,0,2,0.0,0,1,0,0,1,0
1,154,6,0,2,2,0,0,0,156.6,0,1,0,0,1,0
0,192,27,0,3,2,0,0,0,89.1,0,1,0,0,1,0
1,155,18,1,1,2,0,0,0,108.0,0,1,0,0,1,0
1,218,27,0,4,2,0,0,0,107.1,0,1,0,0,1,0
0,39,33,1,1,2,0,0,1,62.0,0,1,0,0,0,1
0,348,26,2,1,2,0,0,2,123.3,0,1,0,0,1,0
0,115,12,0,2,2,0,0,0,90.0,0,1,0,0,0,1
0,5,33,1,1,2,0,0,1,122.0,0,0,0,0,1,0
1,284,20,1,1,2,0,0,1,82.8,0,1,0,0,1,0
0,83,23,1,2,2,0,0,2,123.9,0,1,0,0,1,0
0,152,31,5,11,3,0,0,2,184.34,0,1,0,0,1,0
0,143,35,0,3,1,0,0,0,90.0,0,1,0,0,0,1
0,19,41,0,3,2,1,0,0,90.0,0,1,0,0,0,1
1,17,18,1,3,1,0,0,0,152.5,0,1,0,0,1,0
1,144,29,2,5,2,0,0,0,110.7,0,1,0,0,1,0
0,287,42,2,3,2,0,0,0,44.5,1,0,0,0,0,1
1,290,32,1,3,2,0,1,0,62.0,0,1,0,0,0,1
1,156,17,0,3,2,0,0,0,100.0,0,1,0,0,1,0
1,204,34,2,5,2,0,0,0,191.14,0,1,0,0,1,0
0,2,34,0,1,1,0,0,0,107.1,0,1,0,0,1,0
0,187,52,2,5,1,0,0,0,61.64,0,1,0,0,1,0
0,166,41,1,3,2,0,0,1,122.4,0,1,0,0,1,0
0,7,41,0,1,1,0,0,0,125.0,0,1,0,0,0,1
0,11,47,0,2,2,0,0,1,121.0,0,1,0,0,1,0
0,27,16,3,8,2,0,0,0,50.85,0,1,1,0,0,0
1,48,41,0,2,2,0,0,0,120.0,0,1,0,0,1,0
1,28,31,0,2,2,0,0,0,225.0,0,1,0,0,1,0
0,19,18,0,1,1,0,0,2,120.0,0,1,0,0,1,0
1,30,43,1,3,1,0,0,0,57.25,0,1,0,0,1,0
1,56,5,0,3,2,0,0,0,60.0,0,1,0,0,1,0
0,16,23,1,2,2,0,0,1,170.0,0,1,0,0,1,0
1,178,35,0,3,2,0,0,0,94.62,0,1,0,0,0,1
0,5,3,0,1,2,0,0,0,54.4,0,1,0,0,1,0
1,58,31,1,0,1,0,0,1,98.0,0,1,0,0,1,0
0,223,41,2,0,2,0,0,2,89.25,0,1,0,0,0,1
0,9,42,2,1,2,0,0,2,139.67,0,1,0,0,1,0
1,120,20,0,3,2,0,0,0,184.8,0,1,0,0,1,0
0,0,35,1,0,1,0,0,0,80.0,0,1,1,0,0,0
1,84,33,2,5,2,0,0,2,270.0,0,1,0,0,1,0
1,12,52,1,1,2,0,1,1,66.0,0,1,0,0,1,0
0,132,30,0,1,2,0,0,0,90.0,0,1,0,0,0,1
0,203,33,2,5,2,0,0,1,184.5,0,1,0,0,1,0
1,22,17,0,1,1,0,0,0,95.0,0,1,0,0,1,0
1,46,41,0,1,2,0,0,0,118.8,0,1,0,0,1,0
1,26,52,1,4,1,0,0,0,79.92,0,1,0,0,1,0
1,68,8,0,2,2,0,1,0,75.0,0,1,0,0,1,0
0,5,22,1,0,1,0,0,0,86.0,0,1,0,0,1,0
0,187,42,1,2,2,0,0,0,78.41,0,1,0,0,1,0
0,102,42,0,2,2,0,0,0,109.0,0,1,0,0,0,1
0,132,30,0,1,2,0,0,0,90.0,0,1,0,0,0,1
0,32,44,0,5,2,0,0,1,109.0,0,1,0,0,1,0
0,14,14,2,3,3,0,0,0,161.0,0,1,0,0,1,0
0,213,21,1,1,1,0,0,0,54.5,0,1,0,0,0,1
1,304,34,1,1,2,0,1,0,62.0,0,1,1,0,0,0
0,54,3,2,4,2,0,0,1,88.4,0,1,0,0,1,0
1,109,9,2,1,2,0,1,0,75.0,0,1,0,0,1,0
0,125,24,1,3,2,0,0,1,89.1,0,1,0,0,1,0
0,75,14,0,4,1,0,0,0,85.0,0,1,0,0,0,1
1,77,9,0,2,2,0,0,0,64.0,0,1,0,0,1,0
0,32,37,1,5,2,0,0,0,170.68,0,1,0,0,1,0
0,38,35,2,6,2,0,0,1,142.7,0,1,0,0,1,0
0,122,39,2,5,2,0,0,1,139.5,0,0,0,0,1,0
1,56,5,0,3,2,0,0,0,60.0,0,1,0,0,1,0
0,104,19,0,4,2,0,0,0,89.1,0,1,0,0,1,0
0,7,18,1,3,1,0,0,0,210.0,0,0,0,0,1,0
1,155,28,1,3,2,0,0,2,173.25,0,1,0,0,1,0
0,1,3,0,1,1,0,0,1,39.0,0,1,0,0,1,0
1,443,18,0,1,2,0,0,0,65.0,0,1,0,0,1,0
0,118,27,4,10,2,0,0,0,123.5,0,1,1,0,0,0
0,277,19,1,2,2,0,0,1,89.1,0,1,0,0,1,0
1,148,43,0,1,1,0,0,0,39.0,0,0,0,0,1,0
0,20,33,0,1,2,0,0,1,190.0,0,1,0,0,1,0
0,31,10,2,1,2,0,0,0,71.33,0,1,0,0,1,0
1,143,18,0,3,2,0,0,0,100.0,0,1,0,0,1,0
0,16,12,0,1,2,0,0,1,127.0,0,1,0,0,1,0
0,31,26,0,1,2,0,0,0,89.0,0,1,0,0,1,0
0,10,5,1,3,2,0,0,0,77.0,0,1,0,0,1,0
0,192,26,0,2,1,0,0,0,95.0,0,1,0,0,0,1
0,111,24,2,3,2,0,0,0,117.0,0,1,0,0,1,0
0,24,41,0,1,2,0,0,2,73.0,0,1,0,0,1,0
1,181,15,1,1,2,0,0,0,130.5,0,1,0,0,1,0
0,111,14,0,3,2,0,0,1,99.0,0,1,0,0,1,0
0,1,28,1,0,2,0,0,1,84.01,0,1,0,0,1,0
0,39,21,1,2,2,0,0,1,111.0,0,1,0,0,1,0
1,310,22,2,5,2,0,0,0,88.2,0,1,0,0,0,1
0,1,47,0,1,1,0,0,0,54.0,0,1,0,0,1,0
0,211,30,0,3,2,0,0,2,157.67,0,1,0,0,1,0
0,18,52,0,4,1,0,0,0,45.0,0,1,0,0,1,0
1,201,45,2,1,2,0,0,0,30.0,0,1,0,0,1,0
0,160,30,1,0,2,0,0,2,89.1,0,1,0,0,1,0
0,203,21,2,3,2,0,0,0,67.0,1,0,0,0,0,1
1,322,21,1,3,2,0,0,0,80.0,0,1,0,0,1,0
0,93,49,1,3,2,0,0,2,72.25,0,1,1,0,0,0
0,46,1,2,0,2,0,0,1,65.0,0,0,0,0,0,1
0,0,10,1,4,2,0,0,2,195.0,0,0,0,0,1,0
0,198,34,1,3,2,0,0,1,99.0,0,1,0,0,1,0
0,30,40,2,2,2,0,0,0,109.35,0,1,1,0,0,0
1,318,43,2,5,1,0,1,0,56.7,0,1,0,0,1,0
0,61,22,2,1,2,0,0,1,170.0,0,1,0,0,1,0
0,64,19,0,3,2,0,0,1,165.0,0,1,0,0,1,0
0,383,41,0,3,2,0,0,0,48.0,0,1,0,0,0,1
0,5,20,1,1,1,1,0,0,65.0,1,0,0,0,1,0
0,1,24,1,1,1,0,0,0,149.0,0,1,0,0,1,0
0,145,18,2,4,1,0,0,0,69.56,0,1,0,0,1,0
0,2,39,2,1,2,0,0,0,75.0,0,1,0,0,1,0
0,151,37,2,5,2,0,0,2,126.9,0,1,0,0,1,0
0,0,36,1,0,3,0,0,0,183.0,0,0,0,0,1,0
0,5,43,2,2,2,0,0,0,47.0,0,1,0,0,1,0
1,98,9,0,2,2,0,0,0,90.0,0,1,0,0,1,0
0,157,33,0,1,2,0,0,1,76.5,0,1,0,0,1,0
1,6,27,2,3,2,0,0,0,103.64,0,1,0,0,1,0
0,130,25,2,5,2,0,0,1,161.0,0,1,0,0,1,0
1,517,50,0,2,2,0,0,0,62.8,0,1,0,0,1,0
1,186,22,0,2,2,0,0,0,130.0,0,1,0,0,1,0
1,223,2,2,5,2,0,0,0,107.0,0,1,0,0,1,0
0,100,17,2,5,2,0,0,0,52.85,0,1,1,0,0,0
1,50,35,0,4,2,0,0,0,62.0,0,1,0,0,0,1
0,30,31,1,4,2,0,0,0,107.2,0,1,0,0,1,0
1,175,20,0,1,1,0,0,0,90.0,0,1,0,0,1,0
0,32,23,2,2,2,0,0,0,89.0,0,1,0,0,1,0
0,2,8,0,1,2,0,0,1,66.0,0,1,0,0,1,0
0,18,38,2,5,2,0,0,0,110.43,0,1,0,0,1,0
0,3,40,0,1,1,0,0,0,0.0,1,0,0,0,1,0
0,59,17,2,4,2,1,0,1,122.0,0,1,0,0,1,0
0,1,49,0,1,2,0,0,0,66.0,0,0,0,0,1,0
1,93,14,0,3,2,0,0,0,117.0,0,1,0,0,1,0
0,100,18,1,2,2,0,0,0,81.2,0,1,0,0,1,0
0,136,35,0,2,1,0,0,0,90.9,0,1,0,0,1,0
0,94,7,1,3,3,0,0,0,88.0,0,1,0,0,0,1
0,20,23,0,3,2,0,0,0,89.0,0,1,0,0,1,0
0,72,26,2,2,2,0,0,2,120.0,0,1,0,0,1,0
1,123,15,1,1,3,0,0,2,171.0,0,1,0,0,1,0
0,31,7,0,1,2,0,0,2,61.2,0,1,0,0,1,0
0,161,43,2,5,2,0,0,0,60.46,0,1,0,0,0,1
0,123,20,2,3,2,0,0,0,144.0,0,1,0,0,1,0
1,99,8,0,1,2,0,1,0,80.0,1,0,0,0,0,1
0,48,40,2,5,2,0,0,0,52.73,0,1,0,0,1,0
0,222,13,2,5,2,0,0,1,52.97,0,1,0,0,1,0
0,288,44,2,2,1,1,1,4,39.7,0,0,0,0,1,0
1,11,35,0,1,2,0,0,2,90.0,0,1,1,0,0,0
0,166,25,0,3,2,0,0,0,130.5,0,1,0,0,1,0
0,11,32,1,3,2,0,0,1,204.75,0,1,0,0,1,0
0,9,41,0,2,2,0,0,1,149.0,0,1,0,0,1,0
0,96,27,1,2,2,0,0,1,116.0,0,1,0,0,0,1
0,38,42,0,3,2,0,0,1,116.65,0,1,0,0,1,0
1,99,30,2,4,2,0,0,1,185.0,0,1,0,0,1,0
0,16,52,2,1,2,0,0,0,99.33,0,0,0,0,1,0
1,45,32,0,2,1,0,0,2,140.0,0,1,0,0,1,0
1,76,39,2,0,2,0,0,0,102.68,0,1,0,0,1,0
0,1,7,2,0,2,0,0,1,48.0,0,0,0,0,1,0
1,153,30,0,3,2,0,0,0,166.5,0,1,0,0,1,0
1,155,22,0,3,2,0,0,2,123.33,0,1,0,0,1,0
1,55,10,0,3,2,0,0,0,69.5,0,1,0,0,1,0
0,76,50,0,2,2,0,0,1,75.0,0,1,0,0,1,0
0,222,36,4,5,2,0,0,1,95.94,0,1,0,0,1,0
0,0,37,0,2,2,0,0,1,102.4,0,1,0,0,0,1
0,0,13,0,0,2,1,0,0,0.0,0,1,0,0,1,0
